id,name,description,detail,summary,category,price,brand,promotion,created_at,updated_at
138,Bàn phím + bao da iPad Air 13 (M2/M3) Zagg Pro Key 2 - Cũ,"Mua Bàn phím + bao da iPad Air 13 2024(M2) Zagg Pro Key 2 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Dòng sản phẩm: iPad Air 13 2024
- Loại bàn phím: Mini-size
- Số phím: 78 phím
- Tương thích: iPad Air 13 (M2/M3)
- Kết nối: Bluetooth
- Khoảng cách kết nối (Độ dài dây): Lên đến 10m
- Đèn LED: Có đèn đơn sắc
- Thời gian dùng: Lên đến 1 năm
- Hãng sản xuất: ZAGG","Mua Bàn phím + bao da iPad Air 13 2024(M2) Zagg Pro Key 2 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Tablet,2574000,ZAGG,2,2026-03-28 23:18:38,2026-03-28 23:18:38
139,Bàn phím + bao da iPad Pro 11 (M4/M5) Esr Rebound Magnetic 360 - Cũ,"Mua bàn phím + bao da iPad Pro 11 (M4/M5) Esr Rebound Magnetic 360 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Dòng sản phẩm: iPad Pro 11 2024
- Phân loại ốp: Chống sốc, Bao da kiêm bàn phím
- Tính năng: Có chân đứng, Chống sốc, va đập, Chống trầy xước
- Dùng được cho: iPad Pro 11 (M4/M5)
- Hãng sản xuất: ESR","Mua bàn phím + bao da iPad Pro 11 (M4/M5) Esr Rebound Magnetic 360 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Tablet,1854000,ESR,2,2026-03-28 23:18:38,2026-03-28 23:18:38
140,Camera IP Wifi 360° hồng ngoại 8MP 4K TP-Link Tapo C250,"Mua Camera IP Wifi 360° hồng ngoại 8MP 4K TP-Link Tapo C250 chính hãng giá tốt, có hồng ngoại - bảo hành uy tín, giao hàng miễn phí toàn quốc.","- Dòng camera: Camera trong nhà, Camera Wifi, Camera 360 Độ
- Độ phân giải: 8MP (4K)
- Góc nhìn: 88° (ngang), 46° (dọc)
- Góc xoay: Xoay ngang 340° (quan sát 360°)Xoay dọc 70° (bao phủ 116°)
- Tầm nhìn: Hồng ngoại ban đêm (IR), ~12m
- Kết nối: WiFi 2.4GHz (802.11 b/g/n)
- Kết nối cùng lúc: Nhiều thiết bị truy cập
- Tính năng: Trợ lý Google &amp; Amazon Alexa (điều khiển bằng giọng nói)Phát hiện chuyển độngPhát hiện con ngườiTheo dõi chuyển độngPhát hiện tiếng khóc em béĐàm thoại 2 chiềuMicrô &amp; loa tích hợpÂm thanh 2 chiều với khử ồnCòi báo động âm thanh (96dB)Thiết lập vùng phát hiệnChế độ riêng tư
- Hãng sản xuất: TP-Link","Mua Camera IP Wifi 360° hồng ngoại 8MP 4K TP-Link Tapo C250 chính hãng giá tốt, có hồng ngoại - bảo hành uy tín, giao hàng miễn phí toàn quốc.",Khác,1599000,TP-Link,2,2026-03-28 23:18:38,2026-03-28 23:18:38
141,Camera IP WiFi Xiaomi 2MP 1080P C201,"Mua Camera IP WiFi Xiaomi 2MP 1080P C201 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.","- Dòng camera: Camera trong nhà, Camera Wifi
- Độ phân giải: 2MP (1920 × 1080 Full HD)
- Góc nhìn: 110 độ
- Góc xoay: Xoay ngang 360°Xoay dọc 106°
- Tầm nhìn: Hồng ngoại ban đêm (IR), ~10m
- Kết nối: Wi-Fi IEEE 802.11b/g/n/ax 2.4GHz
- Kết nối cùng lúc: Hỗ trợ nhiều thiết bị truy cập
- Tính năng: Đàm thoại 2 chiềuPhát hiện chuyển độngPhát hiện con người (AI)Theo dõi chuyển động thông minhQuan sát ban đêm hồng ngoại (IR)Xoay 360° (quay quét toàn cảnh)Gửi cảnh báo thời gian thực về điện thoạiXem từ xa qua ứng dụng Xiaomi HomeLưu trữ thẻ nhớ microSD &amp; cloudChuẩn nén video H.265 tiết kiệm dung lượng
- Hãng sản xuất: Xiaomi","Mua Camera IP WiFi Xiaomi 2MP 1080P C201 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.",Điện thoại,590000,Xiaomi,0,2026-03-28 23:18:38,2026-03-28 23:18:38
142,Cáp Anker USB-A to C Work with CarPlay A82G2,"Mua cáp Anker USB-A to C Work with CarPlay A82G2 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Công suất sạc: 18W
- Sử dụng tối đa: 1 thiết bị
- Đầu vào: USB-A
- Đầu ra: USB-C
- Tiện ích: Chịu được uốn cong hơn 35000 lầnTruyền tải dữ liệu lên đến 480Mbps
- Chiều dài dây: 1.8 mét
- Hãng sản xuất: Anker","Mua cáp Anker USB-A to C Work with CarPlay A82G2 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Phụ kiện,220000,Anker,0,2026-03-28 23:18:38,2026-03-28 23:18:38
143,Cáp Baseus 3 in 1 USB-C to M+L+C 100W dài 1.5m,"Mua Cáp Baseus 3 in 1 USB-C to M+L+C 100W dài 1.5m chính hãng, giá ưu đãi, bảo hành chính hãng, miễn phí giao hàng tận nơi.","- Công suất sạc: 100W
- Sử dụng tối đa: 3 thiết bị
- Đầu vào: USB-C
- Đầu ra: 1 x USB-C1 x Lightning1 x Micro-USB
- Tiện ích: Sạc nhiều thiết bị cùng lúcĐộ bền dây đạt lên tới 10000 lần uốn congTốc độ truyền tải dữ liệu 480MbpsTương thích với nhiều thiết bị khác nhau
- Công nghệ/Đạt chứng nhận: Power Delivery
- Chiều dài dây: 1.5 mét
- Hãng sản xuất: Baseus","Mua Cáp Baseus 3 in 1 USB-C to M+L+C 100W dài 1.5m chính hãng, giá ưu đãi, bảo hành chính hãng, miễn phí giao hàng tận nơi.",Phụ kiện,275000,Baseus,0,2026-03-28 23:18:38,2026-03-28 23:18:38
144,Chân đế dựng Haiyuan 2.1m - Cũ,"Mua Chân đế dựng Haiyuan 2.1m cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Hãng sản xuất: Hãng khác
- Chất liệu: Kim loại
- Tính năng khác: Chiều cao tối đa: 210 cmCó 3 nấc khóa kéo dài thân2 xoay vòng vít chắc chắn, giúp cố định điện thoại vững chắc và an toàn","Mua Chân đế dựng Haiyuan 2.1m cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,132000,Hãng khác,2,2026-03-28 23:18:38,2026-03-28 23:18:38
145,Cổng OTG Innostyle Nexalink USB-A to Wifi AWF6,"Mua Cổng OTG Innostyle Nexalink USB-A to Wifi AWF6 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Chuẩn Wi-Fi: Wi-Fi 6 (802.11ax)
- Băng tần sóng: 2.4GHz &amp; 5GHz
- Cổng kết nối: USB 3.0
- Số Ăng ten: 1 × Ăng-ten băng tần kép
- Tốc độ mạng: 5GHz: 286 Mbps2.4GHz: 214 Mbps
- Hãng sản xuất: Innostyle","Mua Cổng OTG Innostyle Nexalink USB-A to Wifi AWF6 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Khác,190000,Innostyle,0,2026-03-28 23:18:38,2026-03-28 23:18:38
146,Cổng OTG Innostyle Nexalink USB-C &amp; USB-A to SD/TF Card Reader ST3,"Mua cổng OTG Innostyle Nexalink USB-C &amp; USB-A to SD/TF Card Reader ST3 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.","- Đầu vào: 1 x USB-C1 x USB-A
- Đầu ra: 1 x MicroSD1 x SD (TF)
- Tiện ích: Thiết bị có hỗ trợ OTGPlug &amp; Play không cần cài thêm driverTương thích: iOS, Android, Windows, MacOSTốc độ truyền dữ liệu lên tới 5Gbps
- Công nghệ/Đạt chứng nhận: Chứng nhận CE, FCC, RoHS, BSMI
- Hãng sản xuất: Innostyle","Mua cổng OTG Innostyle Nexalink USB-C &amp; USB-A to SD/TF Card Reader ST3 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.",Khác,390000,Innostyle,0,2026-03-28 23:18:38,2026-03-28 23:18:38
147,Điện thoại Meizu Mblu 22 3GB 64GB - Cũ đẹp,"Mua Điện thoại Meizu Mblu 22 3GB 64GB cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Kích thước màn hình: 6.79 inches
- Công nghệ màn hình: IPS LCD
- Camera sau: 13 MP + ƒ/1.8
- Camera trước: 5 MP + ƒ/2.2
- Chipset: Unisoc SC9863A(28 nm)
- Dung lượng RAM: 3 GB
- Bộ nhớ trong: 64 GB
- Pin: 5000mAh
- Hệ điều hành: Android 15
- Tính năng màn hình: Tần số quét: 90HzĐộ phân giải: 1640 x 720Tỷ lệ khung hình: 20,5:9Tỷ lệ tương phản: 1500: 1PPI: 264 400 nit (điển hình)","Mua Điện thoại Meizu Mblu 22 3GB 64GB cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Điện thoại,1590000,Hãng khác,2,2026-03-28 23:18:38,2026-03-28 23:18:38
148,Samsung Galaxy A07 5G 4GB 128GB - Cũ trầy xước,"Mua điện thoại Samsung Galaxy A07 5G 4GB 128GB cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Kích thước màn hình: 6.7 inches
- Công nghệ màn hình: PLS LCD
- Camera sau: 50 MP, F1.8 + 2 MP, F2.4
- Camera trước: 8 MP, F2.0
- Chipset: MediaTek Dimensity 6300 5G
- Dung lượng RAM: 4 GB
- Bộ nhớ trong: 128 GB
- Pin: 6000 mAh
- Thẻ SIM: 2 Nano-SIM
- Hệ điều hành: Android
- Độ phân giải màn hình: 720 x 1600 pixel
- Tính năng màn hình: Tần số quét: 120HzĐộ sâu màu sắc:16M
- Loại CPU: 8 nhân, 2.4GHz, 2GHz","Mua điện thoại Samsung Galaxy A07 5G 4GB 128GB cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Điện thoại,2790000,Samsung,2,2026-03-28 23:18:38,2026-03-28 23:18:38
149,Samsung Galaxy S25 FE 5G 8GB 256GB - Cũ đẹp,"Mua điện thoại Samsung Galaxy S25 FE cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Kích thước màn hình: 6.7 inches
- Công nghệ màn hình: Dynamic AMOLED 2X
- Camera sau: 50MP, f/1.8 góc rộng12MP, f/2.2 góc siêu rộng8MP, f/2.4 Tele
- Camera trước: 12MP, f/2.2
- Chipset: Exynos 2400
- Công nghệ NFC: Có
- Dung lượng RAM: 8 GB
- Bộ nhớ trong: 256 GB
- Pin: 4900 mAh
- Thẻ SIM: 2 Nano-SIM + eSIM
- Hệ điều hành: Android 16, One UI 8
- Độ phân giải màn hình: 1080 x 2340 pixels (FullHD+)
- Tính năng màn hình: Độ sáng tối đa 1900 nitsGorilla® Victus+16 triệu màu
- Loại CPU: 10 nhân (3.2 GHz, 2.9 GHz, 2.6 GHz, 1.95 GHz)","Mua điện thoại Samsung Galaxy S25 FE cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Điện thoại,11690000,Samsung,2,2026-03-28 23:18:38,2026-03-28 23:18:38
150,Xiaomi Redmi Note 14 Pro 5G 12GB 512GB - Cũ xước cấn,"Mua điện thoại Xiaomi Redmi Note 14 Pro cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Kích thước màn hình: 6.67 inches
- Công nghệ màn hình: AMOLED
- Camera sau: Chính 200 MP &amp; Phụ 8 MP, 2 MP
- Camera trước: 20 MP
- Chipset: MediaTek Dimensity 7300-Ultra 8 nhân
- Công nghệ NFC: Có
- Dung lượng RAM: 12 GB
- Bộ nhớ trong: 512 GB
- Pin: 5110 mAh
- Thẻ SIM: 2 Nano-SIM
- Hệ điều hành: Xiaomi HyperOS (Android 14)
- Độ phân giải màn hình: 1220 x 2712 pixels
- Tính năng màn hình: 1.5K (1220 x 2712 Pixels)6.67&quot; - Tần số quét 120 HzĐộ sáng tối đa: 3000 nitsKính cường lực Corning Gorilla Glass Victus 2Mở khoá khuôn mặt
- Loại CPU: 4 nhân 2.5 GHz &amp; 4 nhân 2 GHz","Mua điện thoại Xiaomi Redmi Note 14 Pro cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Điện thoại,5590000,Xiaomi,2,2026-03-28 23:18:38,2026-03-28 23:18:38
151,Xiaomi Redmi Note 15 8GB 128GB - Cũ đẹp,"Mua điện thoại REDMI Note 15 8GB/128GB cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Kích thước màn hình: 6.77 inches
- Công nghệ màn hình: AMOLED
- Camera sau: Camera chính 108MP ƒ/1.7 + Camera phụ 2MP ƒ/2.4
- Camera trước: 20MP ƒ/2.2
- Chipset: MediaTek Helio G100-Ultra
- Dung lượng RAM: 8 GB
- Bộ nhớ trong: 128 GB
- Pin: 6000 mAh
- Hệ điều hành: Xiaomi HyperOS 2
- Độ phân giải màn hình: 1080 x 2392 pixels
- Tính năng màn hình: Độ sáng tối đa 3200 nits, 12-bit, DCI-P3, PWM 3840Hz, TÜV Rheinland giảm ánh sáng xanh, TÜV Rheinland thân thiện nhịp sinh học, TÜV Rheinland Flicker Free","Mua điện thoại REDMI Note 15 8GB/128GB cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Điện thoại,5390000,Xiaomi,2,2026-03-28 23:18:38,2026-03-28 23:18:38
152,Xiaomi Redmi Note 15 Pro 5G 12GB 256GB - Đã kích hoạt,"Mua điện thoại Xiaomi Redmi Note 15 Pro 5G 12GB/256GB đã kích hoạt bảo hành, đổi mới 30 ngày, có trả góp 0%","- Kích thước màn hình: 6.83 inches
- Công nghệ màn hình: AMOLED
- Camera sau: Camera chính: 200MP, OIS, f/1.7Camera góc siêu rộng: 8MP, f/2.2
- Camera trước: 20MP, f/2.2
- Chipset: MediaTek Dimensity 7400-Ultra
- Công nghệ NFC: Có
- Dung lượng RAM: 12 GB
- Bộ nhớ trong: 256 GB
- Pin: 6580mAh(typ)
- Thẻ SIM: 2 Nano SIM hoặc 1 Nano + 1 eSIM
- Hệ điều hành: Xiaomi HyperOS 2
- Độ phân giải màn hình: 2772 x 1280 pixels
- Tính năng màn hình: Tần số quét: lên đến 120HzDCI-P3 rộng, độ sâu màu 12-bitPWM dimming 3840HzĐộ sáng: 3200 nits1800 nits (HBM)Tỷ lệ tương phản: 8,000,000:1Điều chỉnh độ sáng tự động 16,000 cấp
- Loại CPU: 8 nhân lên đến 2.6 GHz","Mua điện thoại Xiaomi Redmi Note 15 Pro 5G 12GB/256GB đã kích hoạt bảo hành, đổi mới 30 ngày, có trả góp 0%",Điện thoại,8890000,Xiaomi,2,2026-03-28 23:18:38,2026-03-28 23:18:38
153,Dán kính cường lực màn hình Samsung Galaxy A37 Zeelot Full viền đen cao cấp,"Mua Dán kính cường lực màn hình Samsung Galaxy A37 Zeelot Full viền đen cao cấp chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: Galaxy A37
- Loại miếng dán: Dán cường lực màn hình
- Tính năng: Chống sốc, va đập, Chống trầy xước
- Dùng được cho: Samsung Galaxy A37
- Hãng sản xuất: Zeelot","Mua Dán kính cường lực màn hình Samsung Galaxy A37 Zeelot Full viền đen cao cấp chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,261000,Zeelot,0,2026-03-28 23:18:38,2026-03-28 23:18:38
154,Dán kính cường lực màn hình Samsung Galaxy A57 Zeelot Full viền đen cao cấp,"Mua Dán kính cường lực màn hình Samsung Galaxy A57 Zeelot Full viền đen cao cấp chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: Galaxy A57
- Loại miếng dán: Dán cường lực màn hình
- Tính năng: Chống sốc, va đập, Chống trầy xước
- Dùng được cho: Samsung Galaxy A57
- Hãng sản xuất: Zeelot","Mua Dán kính cường lực màn hình Samsung Galaxy A57 Zeelot Full viền đen cao cấp chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,261000,Zeelot,0,2026-03-28 23:18:38,2026-03-28 23:18:38
155,Máy ảnh kỹ thuật số Canon EOS R100 - Cũ trầy xước,"Máy ảnh kỹ thuật số Canon EOS R100 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Hãng sản xuất: Canon
- Loại máy ảnh: Mirrorless (không gương lật)
- Loại cảm biến: APS-C CMOS
- Loại ống kính: Ngàm ống kính: Canon RF
- Chế độ lấy nét: Continuous-Servo AF, Manual Focus, Single-Servo AF
- Loại kính ngắm: Loại kính ngắm: Electronic (OLED) Kích thước kính ngắm: 0.39&quot; Độ phân giải kính ngắm: 2,360,000 điểm ảnh Khoảng cách từ mắt kính ngắm: 22 mm Độ phủ khung ngắm: 100% Độ phóng đại khung ngắm: 0.95x Điều chỉnh độ cận thị: -3 đến +1
- Màn trập: Màn trập điện tử1/4000 lên đến 30 giây ở Chế độ Bulb1/4000 lên đến 1 giây ở Chế độ Manual","Máy ảnh kỹ thuật số Canon EOS R100 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,9800000,Canon,0,2026-03-28 23:18:38,2026-03-28 23:18:38
156,Máy ảnh kỹ thuật số Canon EOS R100 VN Full Box - Chưa kích hoạt,"Máy ảnh kỹ thuật số Canon EOS R100 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Hãng sản xuất: Canon
- Loại máy ảnh: Mirrorless (không gương lật)
- Loại cảm biến: APS-C CMOS
- Loại ống kính: Ngàm ống kính: Canon RF
- Chế độ lấy nét: Continuous-Servo AF, Manual Focus, Single-Servo AF
- Loại kính ngắm: Loại kính ngắm: Electronic (OLED) Kích thước kính ngắm: 0.39&quot; Độ phân giải kính ngắm: 2,360,000 điểm ảnh Khoảng cách từ mắt kính ngắm: 22 mm Độ phủ khung ngắm: 100% Độ phóng đại khung ngắm: 0.95x Điều chỉnh độ cận thị: -3 đến +1
- Màn trập: Màn trập điện tử1/4000 lên đến 30 giây ở Chế độ Bulb1/4000 lên đến 1 giây ở Chế độ Manual","Máy ảnh kỹ thuật số Canon EOS R100 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,13500000,Canon,0,2026-03-28 23:18:38,2026-03-28 23:18:38
157,Máy ảnh kỹ thuật số Canon EOS R100 VN Full Box - Đã kích hoạt,"Máy ảnh kỹ thuật số Canon EOS R100 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Hãng sản xuất: Canon
- Loại máy ảnh: Mirrorless (không gương lật)
- Loại cảm biến: APS-C CMOS
- Loại ống kính: Ngàm ống kính: Canon RF
- Chế độ lấy nét: Continuous-Servo AF, Manual Focus, Single-Servo AF
- Loại kính ngắm: Loại kính ngắm: Electronic (OLED) Kích thước kính ngắm: 0.39&quot; Độ phân giải kính ngắm: 2,360,000 điểm ảnh Khoảng cách từ mắt kính ngắm: 22 mm Độ phủ khung ngắm: 100% Độ phóng đại khung ngắm: 0.95x Điều chỉnh độ cận thị: -3 đến +1
- Màn trập: Màn trập điện tử1/4000 lên đến 30 giây ở Chế độ Bulb1/4000 lên đến 1 giây ở Chế độ Manual","Máy ảnh kỹ thuật số Canon EOS R100 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,11500000,Canon,0,2026-03-28 23:18:38,2026-03-28 23:18:38
158,Máy ảnh kỹ thuật số Canon EOS R100 - Cũ xước cấn,"Máy ảnh kỹ thuật số Canon EOS R100 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Hãng sản xuất: Canon
- Loại máy ảnh: Mirrorless (không gương lật)
- Loại cảm biến: APS-C CMOS
- Loại ống kính: Ngàm ống kính: Canon RF
- Chế độ lấy nét: Continuous-Servo AF, Manual Focus, Single-Servo AF
- Loại kính ngắm: Loại kính ngắm: Electronic (OLED) Kích thước kính ngắm: 0.39&quot; Độ phân giải kính ngắm: 2,360,000 điểm ảnh Khoảng cách từ mắt kính ngắm: 22 mm Độ phủ khung ngắm: 100% Độ phóng đại khung ngắm: 0.95x Điều chỉnh độ cận thị: -3 đến +1
- Màn trập: Màn trập điện tử1/4000 lên đến 30 giây ở Chế độ Bulb1/4000 lên đến 1 giây ở Chế độ Manual","Máy ảnh kỹ thuật số Canon EOS R100 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,9000000,Canon,0,2026-03-28 23:18:38,2026-03-28 23:18:38
159,Máy ảnh kỹ thuật số Nikon D7500 - Cũ trầy xước,"Máy ảnh kỹ thuật số Nikon D7500 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Hãng sản xuất: Nikon
- Loại máy ảnh: DSLR (gương lật)
- Loại cảm biến: CMOS, Nikon DX Format (23.5 x 15.6 mm)
- Loại ống kính: Nikon F Mount (hỗ trợ AF NIKKOR G, E, D…)
- Tiêu cự: Hệ số crop 1.5x (DX format)
- Chế độ lấy nét: AF-S, AF-C, AF-A, MF
- Kích thước ảnh: L: 5568 x 3712; M: 4176 x 2784; S: 2784 x 1856
- Loại kính ngắm: Phóng đại lấy nét: Kính ngắm 0.94x
- Màn trập: Cơ học điều khiển điện tử, 1/8000 – 30s, Bulb","Máy ảnh kỹ thuật số Nikon D7500 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,15500000,Nikon,2,2026-03-28 23:18:38,2026-03-28 23:18:38
160,Máy ảnh kỹ thuật số Nikon D7500 VN Full Box - Đã kích hoạt,"Máy ảnh kỹ thuật số Nikon D7500 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Hãng sản xuất: Nikon
- Loại máy ảnh: DSLR (gương lật)
- Loại cảm biến: CMOS, Nikon DX Format (23.5 x 15.6 mm)
- Loại ống kính: Nikon F Mount (hỗ trợ AF NIKKOR G, E, D…)
- Tiêu cự: Hệ số crop 1.5x (DX format)
- Chế độ lấy nét: AF-S, AF-C, AF-A, MF
- Kích thước ảnh: L: 5568 x 3712; M: 4176 x 2784; S: 2784 x 1856
- Loại kính ngắm: Phóng đại lấy nét: Kính ngắm 0.94x
- Màn trập: Cơ học điều khiển điện tử, 1/8000 – 30s, Bulb","Máy ảnh kỹ thuật số Nikon D7500 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,17500000,Nikon,2,2026-03-28 23:18:38,2026-03-28 23:18:38
161,Máy ảnh kỹ thuật số Nikon D7500 - Cũ xước cấn,"Máy ảnh kỹ thuật số Nikon D7500 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Hãng sản xuất: Nikon
- Loại máy ảnh: DSLR (gương lật)
- Loại cảm biến: CMOS, Nikon DX Format (23.5 x 15.6 mm)
- Loại ống kính: Nikon F Mount (hỗ trợ AF NIKKOR G, E, D…)
- Tiêu cự: Hệ số crop 1.5x (DX format)
- Chế độ lấy nét: AF-S, AF-C, AF-A, MF
- Kích thước ảnh: L: 5568 x 3712; M: 4176 x 2784; S: 2784 x 1856
- Loại kính ngắm: Phóng đại lấy nét: Kính ngắm 0.94x
- Màn trập: Cơ học điều khiển điện tử, 1/8000 – 30s, Bulb","Máy ảnh kỹ thuật số Nikon D7500 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,14500000,Nikon,2,2026-03-28 23:18:38,2026-03-28 23:18:38
162,Máy lạnh Daikin 1.5HP 2023 (FTF35XAV1V/RF35XAV1V),"Mua Máy lạnh Daikin 1.5HP 2023 (FTF35XAV1V/RF35XAV1V) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Loại máy: 1 chiều (chỉ làm lạnh)
- Kiểu dáng: Máy lạnh treo tường
- Phạm vi làm lạnh: Từ 15 - 20m2
- Công suất làm lạnh: 1.5 HP - 11.100 BTU
- Công nghệ tiết kiệm điện: Inverter
- Công nghệ làm lạnh nhanh: Powerful
- Hãng sản xuất: Daikin","Mua Máy lạnh Daikin 1.5HP 2023 (FTF35XAV1V/RF35XAV1V) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Khác,10390000,Daikin,2,2026-03-28 23:18:38,2026-03-28 23:18:38
